id_number,sentence,item,condition,voice,frequency_syn,synonym,judgment,len
1166,1167,La busta è stata sigillata dal votante.,kl,AI,passive,,,possible,7
1167,1168,Il votante è stato sigillato dalla busta.,kl,AI,passive,,,impossible,7
1168,1169,Il pescatore ha svuotato il cestino.,km,AI,active,,,possible,6
1169,1170,Il cestino ha svuotato il pescatore.,km,AI,active,,,impossible,6
1170,1171,Il cestino è stato svuotato dal pescatore.,km,AI,passive,,,possible,7
1171,1172,Il pescatore è stato svuotato dal cestino.,km,AI,passive,,,impossible,7
1172,1173,Il violoncellista ha ricevuto il premio.,kn,AI,active,,,possible,6
1173,1174,Il premio ha ricevuto il violoncellista.,kn,AI,active,,,impossible,6
1174,1175,Il premio è stato ricevuto dal violoncellista.,kn,AI,passive,,,possible,7
1175,1176,Il violoncellista è stato ricevuto dal premio.,kn,AI,passive,,,impossible,7
1176,1177,Il tirchio ha valutato il servizio.,ko,AI,active,,,possible,6
1177,1178,Il servizio ha valutato il tirchio.,ko,AI,active,,,impossible,6
1178,1179,Il servizio è stato valutato dal tirchio.,ko,AI,passive,,,possible,7
1179,1180,Il tirchio è stato valutato dal servizio.,ko,AI,passive,,,impossible,7
1180,1181,La scolara ha prestato la chiave.,kp,AI,active,,,possible,6
1181,1182,La chiave ha prestato la scolara.,kp,AI,active,,,impossible,6
1182,1183,La chiave è stata prestata dalla scolara.,kp,AI,passive,,,possible,7
1183,1184,La scolara è stata prestata dalla chiave.,kp,AI,passive,,,impossible,7
1184,1185,Il topo di biblioteca ha recitato la poesia.,kq,AI,active,,,possible,8
1185,1186,La poesia ha recitato il topo di biblioteca.,kq,AI,active,,,impossible,8
1186,1187,La poesia è stata recitata dal topo di biblioteca.,kq,AI,passive,,,possible,9
1187,1188,Il topo di biblioteca è stato recitato dalla poesia.,kq,AI,passive,,,impossible,9
1188,1189,Il sub ha ricaricato la batteria.,kr,AI,active,,,possible,6
1189,1190,La batteria ha ricaricato il sub.,kr,AI,active,,,impossible,6
1190,1191,La batteria è stata ricaricata dal sub.,kr,AI,passive,,,possible,7
1191,1192,Il sub è stato ricaricato dalla batteria.,kr,AI,passive,,,impossible,7
1192,1193,Il giocatore di poker ha vinto la partita.,ks,AI,active,,,possible,8
1193,1194,La partita ha vinto il giocatore di poker.,ks,AI,active,,,impossible,8
1194,1195,La partita è stata vinta dal giocatore di poker.,ks,AI,passive,,,possible,9
1195,1196,Il giocatore di poker è stato vinto dalla partita.,ks,AI,passive,,,impossible,9
1196,1197,Il arredatore ha ridecorato l’appartamento.,kt,AI,active,,,possible,5
1197,1198,L’appartamento ha ridecorato il arredatore.,kt,AI,active,,,impossible,5
1198,1199,L’appartamento è stato ridecorato dal arredatore.,kt,AI,passive,,,possible,6
1199,1200,Il arredatore è stato ridecorato dall’appartamento.,kt,AI,passive,,,impossible,6
1200,1201,Il vignaiolo ha stappato la bottiglia.,ku,AI,active,,,possible,6
1201,1202,La bottiglia ha stappato il vignaiolo.,ku,AI,active,,,impossible,6
1202,1203,La bottiglia è stata stappata dal vignaiolo.,ku,AI,passive,,,possible,7
1203,1204,Il vignaiolo è stato stappato dalla bottiglia.,ku,AI,passive,,,impossible,7
1204,1205,La lavandaia ha piegato i vestiti.,kv,AI,active,,,possible,6
1205,1206,I vestiti hanno piegato la lavandaia.,kv,AI,active,,,impossible,6
1206,1207,I vestiti sono stati piegati dalla lavandaia.,kv,AI,passive,,,possible,7
1207,1208,La lavandaia è stata piegata dai vestiti.,kv,AI,passive,,,impossible,7
1208,1209,L’agente di viaggio ha fotocopiato il passaporto.,kw,AI,active,,,possible,7
1209,1210,Il passaporto ha fotocopiato l’agente di viaggio.,kw,AI,active,,,impossible,7
1210,1211,Il passaporto è stato fotocopiato dall’agente di viaggio.,kw,AI,passive,,,possible,8
1211,1212,L’agente di viaggio è stato fotocopiato dal passaporto.,kw,AI,passive,,,impossible,8
1212,1213,Il disinfestatore ha presentato il reclamo.,kx,AI,active,,,possible,6
1213,1214,Il reclamo ha presentato il disinfestatore.,kx,AI,active,,,impossible,6
1214,1215,Il reclamo è stato presentato dal disinfestatore.,kx,AI,passive,,,possible,7
1215,1216,Il disinfestatore è stato presentato dal reclamo.,kx,AI,passive,,,impossible,7
1216,1217,Il miliziano ha caricato l’arma.,ky,AI,active,,,possible,5
1217,1218,L’arma ha caricato il miliziano.,ky,AI,active,,,impossible,5
1218,1219,L’arma è stata caricata dal miliziano.,ky,AI,passive,,,possible,6
1219,1220,Il miliziano è stato caricato dall’arma.,ky,AI,passive,,,impossible,6
1220,1221,Il libraio ha calcolato il profitto.,kz,AI,active,,,possible,6
1221,1222,Il profitto ha calcolato il libraio.,kz,AI,active,,,impossible,6
1222,1223,Il profitto è stato calcolato dal libraio.,kz,AI,passive,,,possible,7
1223,1224,Il libraio è stato calcolato dal profitto.,kz,AI,passive,,,impossible,7
1224,1225,Il conte ha ereditato il dipinto.,la,AI,active,,,possible,6
1225,1226,Il dipinto ha ereditato il conte.,la,AI,active,,,impossible,6
1226,1227,Il dipinto è stato ereditato dal conte.,la,AI,passive,,,possible,7
1227,1228,Il conte è stato ereditato dal dipinto.,la,AI,passive,,,impossible,7
1228,1229,Il custode ha cambiato la lampadina.,lb,AI,active,,,possible,6
1229,1230,La lampadina ha cambiato il custode.,lb,AI,active,,,impossible,6
1230,1231,La lampadina è stata cambiata dal custode.,lb,AI,passive,,,possible,7
1231,1232,Il custode è stato cambiato dalla lampadina.,lb,AI,passive,,,impossible,7
1232,1233,Il manifestante ha cantato l’inno.,lc,AI,active,,,possible,5
1233,1234,L’inno ha cantato il manifestante.,lc,AI,active,,,impossible,5
1234,1235,L’inno è stato cantato dal manifestante.,lc,AI,passive,,,possible,6
1235,1236,Il manifestante è stato cantato dall’inno.,lc,AI,passive,,,impossible,6
1236,1237,Il marinaio ha aperto la porta.,ld,AI,active,,,possible,6
1237,1238,La porta ha aperto il marinaio.,ld,AI,active,,,impossible,6
1238,1239,La porta è stata aperta dal marinaio.,ld,AI,passive,,,possible,7
1239,1240,Il marinaio è stato aperto dalla porta.,ld,AI,passive,,,impossible,7
1240,1241,Il suprematista ha istituito il fondo.,le,AI,active,,,possible,6
1241,1242,Il fondo ha istituito il suprematista.,le,AI,active,,,impossible,6
1242,1243,Il fondo è stato istituito dal suprematista.,le,AI,passive,,,possible,7
1243,1244,Il suprematista è stato istituito dal fondo.,le,AI,passive,,,impossible,7
1244,1245,Il custode della casa ha innaffiato la pianta.,lf,AI,active,,,possible,8
1245,1246,La pianta ha innaffiato il custode della casa.,lf,AI,active,,,impossible,8
1246,1247,La pianta è stata innaffiata dal custode della casa.,lf,AI,passive,,,possible,9
1247,1248,Il custode della casa è stato innaffiato dalla pianta.,lf,AI,passive,,,impossible,9
1248,1249,L’intervistato ha sgualcito il vestito.,lg,AI,active,,,possible,5
1249,1250,Il vestito ha sgualcito l’intervistato.,lg,AI,active,,,impossible,5
1250,1251,Il vestito è stato sgualcito dall’intervistato.,lg,AI,passive,,,possible,6
1251,1252,L’intervistato è stato sgualcito dal vestito.,lg,AI,passive,,,impossible,6
1252,1253,Il crittografo ha spedito la lettera.,lh,AI,active,,,possible,6
1253,1254,La lettera ha spedito il crittografo.,lh,AI,active,,,impossible,6
1254,1255,La lettera è stata spedita dal crittografo.,lh,AI,passive,,,possible,7
1255,1256,Il crittografo è stato spedito dalla lettera.,lh,AI,passive,,,impossible,7
1256,1257,Il fattorino ha cancellato il messaggio.,li,AI,active,,,possible,6
1257,1258,Il messaggio ha cancellato il fattorino.,li,AI,active,,,impossible,6
1258,1259,Il messaggio è stato cancellato dal fattorino.,li,AI,passive,,,possible,7
1259,1260,Il fattorino è stato cancellato dal messaggio.,li,AI,passive,,,impossible,7
1260,1261,Il falsario ha spedito il pacco.,lj,AI,active,,,possible,6
1261,1262,Il pacco ha spedito il falsario.,lj,AI,active,,,impossible,6
1262,1263,Il pacco è stato spedito dal falsario.,lj,AI,passive,,,possible,7
1263,1264,Il falsario è stato spedito dal pacco.,lj,AI,passive,,,impossible,7
1264,1265,Il tossicodipendente ha fumato la pipa.,lk,AI,active,,,possible,6
1265,1266,La pipa ha fumato il tossicodipendente.,lk,AI,active,,,impossible,6
1266,1267,La pipa è stata fumata dal tossicodipendente.,lk,AI,passive,,,possible,7
1267,1268,Il tossicodipendente è stato fumato dalla pipa.,lk,AI,passive,,,impossible,7
1268,1269,L'estetista ha riprogrammato l’appuntamento.,lm,AI,active,,,possible,4
1269,1270,L’appuntamento ha riprogrammato l'estetista.,lm,AI,active,,,impossible,4
1270,1271,L’appuntamento è stato riprogrammato dall'estetista.,lm,AI,passive,,,possible,5
1271,1272,L'estetista è stata riprogrammata dall’appuntamento.,lm,AI,passive,,,impossible,5
1272,1273,Il ciarlatano ha bruciato il contratto.,ln,AI,active,,,possible,6
1273,1274,Il contratto ha bruciato il ciarlatano.,ln,AI,active,,,impossible,6
1274,1275,Il contratto è stato bruciato dal ciarlatano.,ln,AI,passive,,,possible,7
1275,1276,Il ciarlatano è stato bruciato dal contratto.,ln,AI,passive,,,impossible,7
1276,1277,Il conciatore ha fatto l’ordine.,lo,AI,active,,,possible,5
1277,1278,L’ordine ha fatto il conciatore.,lo,AI,active,,,impossible,5
1278,1279,L’ordine è stato fatto dal conciatore.,lo,AI,passive,,,possible,6
1279,1280,Il conciatore è stato fatto dall’ordine.,lo,AI,passive,,,impossible,6
1280,1281,L’archeologo ha cancellato il viaggio.,lp,AI,active,,,possible,5
1281,1282,Il viaggio ha cancellato l’archeologo.,lp,AI,active,,,impossible,5
1282,1283,Il viaggio è stato cancellato dall’archeologo.,lp,AI,passive,,,possible,6
1283,1284,L’archeologo è stato cancellato dal viaggio.,lp,AI,passive,,,impossible,6
1284,1285,Il francese ha affettato la baguette.,lq,AI,active,,,possible,6
1285,1286,La baguette ha affettato il francese.,lq,AI,active,,,impossible,6
1286,1287,La baguette è stata affettata dal francese.,lq,AI,passive,,,possible,7
1287,1288,Il francese è stato affettato dalla baguette.,lq,AI,passive,,,impossible,7
1288,1289,Il produttore ha scritturato l’attrice.,lr,AA,active,,,plausible,5
1289,1290,L’attrice ha scritturato il produttore.,lr,AA,active,,,implausible,5
1290,1291,L’attrice è stata scritturata dal produttore.,lr,AA,passive,,,plausible,6
1291,1292,Il produttore è stato scritturato dall’attrice.,lr,AA,passive,,,implausible,6
1292,1293,La babysitter ha punito i gemelli.,ls,AA,active,,,plausible,6
1293,1294,I gemelli hanno punito la babysitter.,ls,AA,active,,,implausible,6
1294,1295,I gemelli sono stati puniti dalla babysitter.,ls,AA,passive,,,plausible,7
1295,1296,La babysitter è stata punita dai gemelli.,ls,AA,passive,,,implausible,7
1296,1297,L’esorcista ha sconfitto lo spirito.,lt,AA,active,,,plausible,5
1297,1298,Lo spirito ha sconfitto l’esorcista.,lt,AA,active,,,implausible,5
1298,1299,Lo spirito è stato sconfitto dall’esorcista.,lt,AA,passive,,,plausible,6
1299,1300,L’esorcista è stato sconfitto dallo spirito.,lt,AA,passive,,,implausible,6
1300,1301,Il barbiere ha rasato il vecchio.,lu,AA,active,,,plausible,6
1301,1302,Il vecchio ha rasato il barbiere.,lu,AA,active,,,implausible,6
1302,1303,Il vecchio è stato rasato dal barbiere.,lu,AA,passive,,,plausible,7
1303,1304,Il barbiere è stato rasato dal vecchio.,lu,AA,passive,,,implausible,7
1304,1305,I paparazzi hanno pedinato la pop star.,lv,AA,active,,,plausible,7
1305,1306,La pop star ha pedinato i paparazzi.,lv,AA,active,,,implausible,7
1306,1307,La pop star è stata pedinata dai paparazzi.,lv,AA,passive,,,plausible,8
1307,1308,I paparazzi sono stati pedinati dalla pop star.,lv,AA,passive,,,implausible,8
1308,1309,La cliente ha pagato il cameriere.,lw,AA,active,,,plausible,6
1309,1310,Il cameriere ha pagato la cliente.,lw,AA,active,,,implausible,6
1310,1311,Il cameriere è stato pagato dalla cliente.,lw,AA,passive,,,plausible,7
1311,1312,La cliente è stata pagata dal cameriere.,lw,AA,passive,,,implausible,7
1312,1313,Il coinquilino ha adottato il neonato.,lx,AA,active,,,plausible,6
1313,1314,Il neonato ha adottato il coinquilino.,lx,AA,active,,,implausible,6
1314,1315,Il neonato è stato adottato dal coinquilino.,lx,AA,passive,,,plausible,7
1315,1316,Il coinquilino è stato adottato dal neonato.,lx,AA,passive,,,implausible,7
1316,1317,Il fumettista ha disegnato il ciclista.,ly,AA,active,,,plausible,6
1317,1318,Il ciclista ha disegnato il fumettista.,ly,AA,active,,,implausible,6
1318,1319,Il ciclista è stato disegnato dal fumettista.,ly,AA,passive,,,plausible,7
1319,1320,Il fumettista è stato disegnato dal ciclista.,ly,AA,passive,,,implausible,7
1320,1321,La prostituta ha sottopagato il marinaio.,lz,AA,active,,,plausible,6
1321,1322,Il marinaio ha sottopagato la prostituta.,lz,AA,active,,,implausible,6
1322,1323,Il marinaio è stato sottopagato dalla prostituta.,lz,AA,passive,,,plausible,7
1323,1324,La prostituta è stata sottopagata dal marinaio.,lz,AA,passive,,,implausible,7
1324,1325,L’urologo ha curato il vedovo.,ma,AA,active,,,plausible,5
1325,1326,Il vedovo ha curato l’urologo.,ma,AA,active,,,implausible,5
1326,1327,Il vedovo è stato curato dall’urologo.,ma,AA,passive,,,plausible,6
1327,1328,L’urologo è stato curato dal vedovo.,ma,AA,passive,,,implausible,6
1328,1329,La giuria ha assolto l’economista.,mb,AA,active,,,plausible,5
1329,1330,L’economista ha assolto la giuria.,mb,AA,active,,,implausible,5
1330,1331,L’economista è stato assolto dalla giuria.,mb,AA,passive,,,plausible,6
1331,1332,La giuria è stata assolta dall’economista.,mb,AA,passive,,,implausible,6
1332,1333,Il matricola ha schivato il bullo.,mc,AA,active,,,plausible,6
1333,1334,Il bullo ha schivato il matricola.,mc,AA,active,,,implausible,6
1334,1335,Il bullo è stato schivato dal matricola.,mc,AA,passive,,,plausible,7
1335,1336,Il matricola è stato schivato dal bullo.,mc,AA,passive,,,implausible,7
1336,1337,La suora ha rimproverato l’edonista.,md,AA,active,,,plausible,5
1337,1338,L’edonista ha rimproverato la suora.,md,AA,active,,,implausible,5
1338,1339,L’edonista è stato rimproverato dalla suora.,md,AA,passive,,,plausible,6
1339,1340,La suora è stata rimproverata dall’edonista.,md,AA,passive,,,implausible,6
1340,1341,Il bibliotecario ha ammonito lo studente.,me,AA,active,,,plausible,6
1341,1342,Lo studente ha ammonito il bibliotecario.,me,AA,active,,,implausible,6
1342,1343,Lo studente è stato ammonito dal bibliotecario.,me,AA,passive,,,plausible,7
1343,1344,Il bibliotecario è stato ammonito dallo studente.,me,AA,passive,,,implausible,7
1344,1345,Il colonnello ha supervisionato il cadetto.,mf,AA,active,,,plausible,6
1345,1346,Il cadetto ha supervisionato il colonnello.,mf,AA,active,,,implausible,6
1346,1347,Il cadetto è stato supervisionato dal colonnello.,mf,AA,passive,,,plausible,7
1347,1348,Il colonnello è stato supervisionato dal cadetto.,mf,AA,passive,,,implausible,7
1348,1349,L’abolizionista ha nascosto lo schiavo.,mg,AA,active,,,plausible,5
1349,1350,Lo schiavo ha nascosto l’abolizionista.,mg,AA,active,,,implausible,5
1350,1351,Lo schiavo è stato nascosto dall’abolizionista.,mg,AA,passive,,,plausible,6
1351,1352,L’abolizionista è stato nascosto dallo schiavo.,mg,AA,passive,,,implausible,6
1352,1353,Il personal trainer ha pesato l'atleta.,mh,AA,active,,,plausible,6
1353,1354,L'atleta ha pesato il personal trainer.,mh,AA,active,,,implausible,6
1354,1355,L'atleta è stato pesato dal personal trainer.,mh,AA,passive,,,plausible,7
1355,1356,Il personal trainer è stato pesato dall'atleta.,mh,AA,passive,,,implausible,7
1356,1357,Il custode degli zoo ha nutrito la giraffa.,mi,AA,active,,,plausible,8
1357,1358,La giraffa ha nutrito il custode degli zoo.,mi,AA,active,,,implausible,8
1358,1359,La giraffa è stata nutrita dal custode degli zoo.,mi,AA,passive,,,plausible,9
1359,1360,Il custode degli zoo è stato nutrito dalla giraffa.,mi,AA,passive,,,implausible,9
1360,1361,Il massaggiatore ha rilassato il calciatore.,mj,AA,active,,,plausible,6
1361,1362,Il calciatore ha rilassato il massaggiatore.,mj,AA,active,,,implausible,6
1362,1363,Il massaggiatore è stato rilassato dal calciatore.,mj,AA,passive,,,plausible,7
1363,1364,Il calciatore è stato rilassato dal massaggiatore.,mj,AA,passive,,,implausible,7
1364,1365,Il paggio ha obbedito al nobile.,mk,AA,active,,,plausible,6
1365,1366,Il nobile ha obbedito al paggio.,mk,AA,active,,,implausible,6
1366,1367,Il nobile è stato obbedito dal paggio.,mk,AA,passive,,,plausible,7
1367,1368,Il paggio è stato obbedito dal nobile.,mk,AA,passive,,,implausible,7
1368,1369,Il leone ha inseguito la guida turistica.,ml,AA,active,,,plausible,7
1369,1370,La guida turistica ha inseguito il leone.,ml,AA,active,,,implausible,7
1370,1371,La guida turistica è stata inseguita dal leone.,ml,AA,passive,,,plausible,8
1371,1372,Il leone è stato inseguito dalla guida turistica.,ml,AA,passive,,,implausible,8
1372,1373,La maestra ha calmato l’orfano.,mm,AA,active,,,plausible,5
1373,1374,L’orfano ha calmato la maestra.,mm,AA,active,,,implausible,5
1374,1375,L’orfano è stato calmato dalla maestra.,mm,AA,passive,,,plausible,6
1375,1376,La maestra è stato calmato dall’orfano.,mm,AA,passive,,,implausible,6
1376,1377,Il tennista ha ringraziato il chiropratico.,mn,AA,active,,,plausible,6
1377,1378,Il chiropratico ha ringraziato il tennista.,mn,AA,active,,,implausible,6
1378,1379,Il chiropratico è stato ringraziato dal tennista.,mn,AA,passive,,,plausible,7
1379,1380,Il tennista è stato ringraziato dal chiropratico.,mn,AA,passive,,,implausible,7
1380,1381,Lo sperimentatore ha reclutato il soggetto.,mo,AA,active,,,plausible,6
1381,1382,Il soggetto ha reclutato lo sperimentatore.,mo,AA,active,,,implausible,6
1382,1383,Il soggetto è stato reclutato dallo sperimentatore.,mo,AA,passive,,,plausible,7
1383,1384,Lo sperimentatore è stato reclutato dal soggetto.,mo,AA,passive,,,implausible,7
1384,1385,La madre ha disciplinato il bambino.,mp,AA,active,,,plausible,6
1385,1386,Il bambino ha disciplinato la madre.,mp,AA,active,,,implausible,6
1386,1387,Il bambino è stato disciplinato dalla madre.,mp,AA,passive,,,plausible,7
1387,1388,La madre è stata disciplinata dal bambino.,mp,AA,passive,,,implausible,7
1388,1389,Il vice-preside ha espulso il sociopatico.,mq,AA,active,,,plausible,6
1389,1390,Il sociopatico ha espulso il vice-preside.,mq,AA,active,,,implausible,6
1390,1391,Il sociopatico è stato espulso dal vice-preside.,mq,AA,passive,,,plausible,7
1391,1392,Il vice-preside è stato espulso dal sociopatico.,mq,AA,passive,,,implausible,7
1392,1393,Il medium ha percepito il fantasma.,mr,AA,active,,,plausible,6
1393,1394,Il fantasma ha percepito il medium.,mr,AA,active,,,implausible,6
1394,1395,Il fantasma è stato percepito dal medium.,mr,AA,passive,,,plausible,7
1395,1396,Il medium è stato percepito dal fantasma.,mr,AA,passive,,,implausible,7
1396,1397,Il sindacato ha cacciato l'informatore.,ms,AA,active,,,plausible,5
1397,1398,L'informatore ha cacciato il sindacato.,ms,AA,active,,,implausible,5
1398,1399,L'informatore è stato cacciato dal sindacato.,ms,AA,passive,,,plausible,6
1399,1400,Il sindacato è stato cacciato dall'informatore.,ms,AA,passive,,,implausible,6
1400,1401,Il cacciatore ha intrappolato il cervo.,mt,AA,active,,,plausible,6
1401,1402,Il cervo ha intrappolato il cacciatore.,mt,AA,active,,,implausible,6
1402,1403,Il cervo è stato intrappolato dal cacciatore.,mt,AA,passive,,,plausible,7
1403,1404,Il cacciatore è stato intrappolato dal cervo.,mt,AA,passive,,,implausible,7
1404,1405,Il cardiologo ha screditato il ciarlatano.,mu,AA,active,,,plausible,6
1405,1406,Il ciarlatano ha screditato il cardiologo.,mu,AA,active,,,implausible,6
1406,1407,Il ciarlatano è stato screditato dal cardiologo.,mu,AA,passive,,,plausible,7
1407,1408,Il cardiologo è stato screditato dal ciarlatano.,mu,AA,passive,,,implausible,7
1408,1409,L'ufficiale giudiziario ha rilasciato il criminale.,mv,AA,active,,,plausible,6
1409,1410,Il criminale ha rilasciato l'ufficiale giudiziario.,mv,AA,active,,,implausible,6
1410,1411,Il criminale è stato rilasciato dall'ufficiale giudiziario.,mv,AA,passive,,,plausible,7
1411,1412,L'ufficiale giudiziario è stato rilasciato dal criminale.,mv,AA,passive,,,implausible,7
1412,1413,Lo squalo ha attaccato lo snorkelista.,mw,AA,active,,,plausible,6
1413,1414,Lo snorkelista ha attaccato lo squalo.,mw,AA,active,,,implausible,6
1414,1415,Lo snorkelista è stato attaccato dallo squalo.,mw,AA,passive,,,plausible,7
1415,1416,Lo squalo è stato attaccato dallo snorkelista.,mw,AA,passive,,,implausible,7
1416,1417,Il presidente ha perdonato il traditore.,mx,AA,active,,,plausible,6
1417,1418,Il traditore ha perdonato il presidente.,mx,AA,active,,,implausible,6
1418,1419,Il traditore è stato perdonato dal presidente.,mx,AA,passive,,,plausible,7
1419,1420,Il presidente è stato perdonato dal traditore.,mx,AA,passive,,,implausible,7
1420,1421,La tata ha sculacciato la bambina.,my,AA,active,,,plausible,6
1421,1422,La bambina ha sculacciato la tata.,my,AA,active,,,implausible,6
1422,1423,La bambina è stata sculacciata dalla tata.,my,AA,passive,,,plausible,7
1423,1424,La tata è stata sculacciata dalla bambina.,my,AA,passive,,,implausible,7
1424,1425,Il capo della stazione televisiva ha promosso la giornalista.,mz,AA,active,,,plausible,9
1425,1426,La giornalista ha promosso il capo della stazione televisiva.,mz,AA,active,,,implausible,9
1426,1427,La giornalista è stata promossa dal capo della stazione televisiva.,mz,AA,passive,,,plausible,10
1427,1428,Il capo della stazione televisiva è stato promosso dalla giornalista.,mz,AA,passive,,,implausible,10
1428,1429,La poliziotta ha ammanettato il colpevole.,na,AA,active,,,plausible,6
1429,1430,Il colpevole ha ammanettato la poliziotta.,na,AA,active,,,implausible,6
1430,1431,Il colpevole è stato ammanettato dalla poliziotta.,na,AA,passive,,,plausible,7
1431,1432,La poliziotta è stata ammanettata dal colpevole.,na,AA,passive,,,implausible,7
1432,1433,L’antropologo ha studiato il membro della tribù.,nb,AA,active,,,plausible,7
1433,1434,Il membro della tribù ha studiato l’antropologo.,nb,AA,active,,,implausible,7
1434,1435,Il membro della tribù è stato studiato dall’antropologo.,nb,AA,passive,,,plausible,8
1435,1436,L’antropologo è stato studiato dal membro della tribù.,nb,AA,passive,,,implausible,8
1436,1437,Il capo della polizia ha premiato il pompiere.,nc,AA,active,,,plausible,8
1437,1438,Il pompiere ha premiato il capo della polizia.,nc,AA,active,,,implausible,8
1438,1439,Il pompiere è stato premiato dal capo della polizia.,nc,AA,passive,,,plausible,9
1439,1440,Il capo della polizia è stato premiato dal pompiere.,nc,AA,passive,,,implausible,9
1440,1441,Il malfattore ha rapito il'ereditiere.,nd,AA,active,,,plausible,5
1441,1442,L'ereditiere ha rapito il malfattore.,nd,AA,active,,,implausible,5
1442,1443,L'ereditiere è stato rapito dal malfattore.,nd,AA,passive,,,plausible,6
1443,1444,Il malfattore è stato rapito dall'ereditiere.,nd,AA,passive,,,implausible,6
1444,1445,L'assistente sociale ha consolato la vittima.,ne,AA,active,,,plausible,6
1445,1446,La vittima ha consolato l'assistente sociale.,ne,AA,active,,,implausible,6
1446,1447,La vittima è stata consolata dall'assistente sociale.,ne,AA,passive,,,plausible,7
1447,1448,L'assistente sociale è stato consolato dalla vittima.,ne,AA,passive,,,implausible,7
1448,1449,Il neuroscienziato ha rimproverato l’assistente di laboratorio.,nf,AA,active,,,plausible,7
1449,1450,L’assistente di laboratorio ha rimproverato il neuroscienziato.,nf,AA,active,,,implausible,7
1450,1451,L’assistente di laboratorio è stato rimproverato dal neuroscienziato.,nf,AA,passive,,,plausible,8
1451,1452,Il neuroscienziato è stato rimproverato dall’assistente di laboratorio.,nf,AA,passive,,,implausible,8
1452,1453,Il guerrafondaio ha terrorizzato l’armiere.,ng,AA,active,,,plausible,5
1453,1454,L’armiere ha terrorizzato il guerrafondaio.,ng,AA,active,,,implausible,5
1454,1455,L’armiere è stato terrorizzato dal guerrafondaio.,ng,AA,passive,,,plausible,6
1455,1456,Il guerrafondaio è stato terrorizzato dall’armiere.,ng,AA,passive,,,implausible,6
1456,1457,Il direttore d’orchestra ha sopportato il violinista.,nh,AA-rev,active,,,reversible,7
1457,1458,Il violinista ha sopportato il direttore d’orchestra.,nh,AA-rev,active,,,reversible,7
1458,1459,Il violinista è stato sopportato dal direttore d’orchestra.,nh,AA-rev,passive,,,reversible,8
1459,1460,Il direttore d’orchestra è stato sopportato dal violinista.,nh,AA-rev,passive,,,reversible,8
1460,1461,Il lanciatore ha segnalato il battitore.,ni,AA-rev,active,,,reversible,6
1461,1462,Il battitore ha segnalato il lanciatore.,ni,AA-rev,active,,,reversible,6
1462,1463,Il battitore è stato segnalato dal lanciatore.,ni,AA-rev,passive,,,reversible,7
1463,1464,Il lanciatore è stato segnalato dal battitore.,ni,AA-rev,passive,,,reversible,7
1464,1465,Il giocatore ha baciato la cheerleader.,nj,AA-rev,active,,,reversible,6
1465,1466,La cheerleader ha baciato il giocatore.,nj,AA-rev,active,,,reversible,6
1466,1467,La cheerleader è stata baciata dal giocatore.,nj,AA-rev,passive,,,reversible,7
1467,1468,Il giocatore è stato baciato dalla cheerleader.,nj,AA-rev,passive,,,reversible,7
1468,1469,Il campeggiatore ha spaventato l’orso.,nk,AA-rev,active,,,reversible,5
1469,1470,L’orso ha spaventato il campeggiatore.,nk,AA-rev,active,,,reversible,5
1470,1471,L’orso è stato spaventato dal campeggiatore.,nk,AA-rev,passive,,,reversible,6
1471,1472,Il campeggiatore è stato spaventato dall’orso.,nk,AA-rev,passive,,,reversible,6
1472,1473,L’ammiraglio ha accompagnato il tenente.,nl,AA-rev,active,,,reversible,5
1473,1474,Il tenente ha accompagnato l’ammiraglio.,nl,AA-rev,active,,,reversible,5
1474,1475,Il tenente è stato accompagnato dall’ammiraglio.,nl,AA-rev,passive,,,reversible,6
1475,1476,L’ammiraglio è stato accompagnato dal tenente.,nl,AA-rev,passive,,,reversible,6
1476,1477,Il tenore ha amato la soprano.,nm,AA-rev,active,,,reversible,6
1477,1478,La soprano ha amato il tenore.,nm,AA-rev,active,,,reversible,6
1478,1479,La soprano è stata amata dal tenore.,nm,AA-rev,passive,,,reversible,7
1479,1480,Il tenore è stato amato dalla soprano.,nm,AA-rev,passive,,,reversible,7
1480,1481,Il fotografo ha pagato l’avvocato.,nn,AA-rev,active,,,reversible,5
1481,1482,L’avvocato ha pagato il fotografo.,nn,AA-rev,active,,,reversible,5
1482,1483,L’avvocato è stato pagato dal fotografo.,nn,AA-rev,passive,,,reversible,6
1483,1484,Il fotografo è stato pagato dall’avvocato.,nn,AA-rev,passive,,,reversible,6
1484,1485,Il single ha affascinato la bionda.,no,AA-rev,active,,,reversible,6
1485,1486,La bionda ha affascinato il single.,no,AA-rev,active,,,reversible,6
1486,1487,La bionda è stata affascinata dal single.,no,AA-rev,passive,,,reversible,7
1487,1488,Il single è stato affascinato dalla bionda.,no,AA-rev,passive,,,reversible,7
1488,1489,Il giocatore di football ha inseguito l'ereditiera.,np,AA-rev,active,,,reversible,7
1489,1490,L'ereditiera ha inseguito il giocatore di football.,np,AA-rev,active,,,reversible,7
1490,1491,L'ereditiera è stata inseguita dal giocatore di football.,np,AA-rev,passive,,,reversible,8
1491,1492,Il giocatore di football è stato inseguito dall'ereditiera.,np,AA-rev,passive,,,reversible,8
1492,1493,Il neurologo ha consultato il genetista.,nq,AA-rev,active,,,reversible,6
1493,1494,Il genetista ha consultato il neurologo.,nq,AA-rev,active,,,reversible,6
